Unnamed: 0,name,genre,emotions
833,"Say I&#39;m the One (All of Me, #1)","['Music', 'Sports', 'Young Adult']",['Frustration']
839,"A Curse So Dark and Lonely (Cursebreakers, #1)","['Fantasy', 'Young Adult']",['Frustration']
842,Northranger,"['LGBT', 'Graphic Novels', 'Comics', 'Horror', 'Young Adult']","['Sad', 'Neutral']"
844,Off the Deep End,['Horror'],['Neutral']
850,The Institute,"['Fantasy', 'Paranormal', 'Horror', 'Science Fiction']","['Frustration', 'Happy', 'Neutral']"
854,Meet Me in the Bathroom: Rebirth and Rock and Roll in New York City 2001-2011,['Music'],['Frustration']
855,The Spymaster’s Mistress,['Historical Fiction'],['Frustration']
857,A Short Walk in the Hindu Kush,['Travel'],['Frustration']
864,The Grace Year,"['Horror', 'Young Adult']",['Neutral']
866,The Possibilities,"['Fantasy', 'Suspense', 'Horror', 'Science Fiction']","['Frustration', 'Happy', 'Neutral']"
871,"Interview with the Vampire (The Vampire Chronicles, #1)",['Horror'],['Neutral']
875,Citadel,['Science Fiction'],"['Happy', 'Neutral']"
881,little scratch,['Poetry'],['Frustration']
884,Glimmers of You (Lost &amp; Found #3),"['Suspense', 'Contemporary', 'Romance']","['Frustration', 'Sad', 'Neutral']"
885,Always Isn&#39;t Forever,"['Fantasy', 'Contemporary', 'Paranormal', 'Young Adult']",['Frustration']
889,The Writing Retreat,"['Suspense', 'Horror', 'Mystery']",['Neutral']
890,The Echo of Old Books,"['Fantasy', 'Romance']","['Frustration', 'Sad', 'Neutral']"
891,The Wonder State,"['Fantasy', 'Paranormal', 'Science Fiction', 'Mystery', 'Suspense', 'Thriller']","['Frustration', 'Happy', 'Neutral']"
892,"Immortal Longings (Flesh and False Gods, #1)","['Fantasy', 'Science Fiction', 'Romance', 'Fiction', 'Historical Fiction', 'Young Adult']","['Frustration', 'Happy', 'Sad', 'Neutral']"
894,"Demons of Good and Evil (The Hollows, #17)",['Fantasy'],['Frustration']
897,"Hooky (Hooky, 1)","['Manga', 'Comics']","['Sad', 'Neutral']"
903,"The Sandman, Vol. 6: Fables & Reflections",['Comics'],"['Sad', 'Neutral']"
904,Shakespeare's Sonnets,['Poetry'],['Frustration']
906,The Old Ways: A Journey on Foot,['Travel'],['Frustration']
912,Thicker Than Water,"['Suspense', 'Thriller']","['Happy', 'Neutral']"
913,Violet Bent Backwards Over the Grass,['Poetry'],['Frustration']
917,"Daredevil: To Heaven Through Hell, Vol. 4",['Comics'],"['Sad', 'Neutral']"
923,"A Clash of Kings  (A Song of Ice and Fire, #2)",['Fantasy'],['Frustration']
924,"Mockingjay (The Hunger Games, #3)","['Fiction', 'Science Fiction', 'Young Adult']","['Happy', 'Neutral']"
925,"Legendborn (Legendborn, #1)",['Fantasy'],['Frustration']
928,"Saga, Volume 5","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
930,"Horror of Your Heart (Tears of the Siren, #1)",['Music'],['Frustration']
938,Saturday Night at the Lakeside Supper Club,['Historical Fiction'],['Frustration']
946,The Block Party,"['Mystery', 'Suspense', 'Contemporary', 'Fiction', 'Thriller']","['Happy', 'Neutral']"
948,Sarah's Key,['Historical Fiction'],['Frustration']
949,The Weaver and the Witch Queen,"['Fantasy', 'Romance', 'Fiction', 'Historical Fiction']","['Frustration', 'Sad', 'Neutral']"
950,"Batman, Volume 1: The Court of Owls",['Comics'],"['Sad', 'Neutral']"
952,Dark Matter,"['Suspense', 'Thriller', 'Science Fiction']","['Happy', 'Neutral']"
954,The Smart Cookie,['Poetry'],['Frustration']
955,Dark Crisis: Young Justice,"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
957,A Flicker in the Dark,"['Crime', 'Contemporary', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
958,Rememberings,"['Music', 'Memoir', 'Religion']",['Frustration']
959,Pet Sematary,['Horror'],['Neutral']
960,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)","['Fantasy', 'Young Adult', 'Childrens', 'Fiction']",['Frustration']
962,"Fifty Shades of Grey (Fifty Shades, #1)",['Romance'],"['Frustration', 'Sad', 'Neutral']"
963,The Legacies,"['LGBT', 'Mystery', 'Contemporary', 'Fiction', 'Thriller', 'Young Adult']","['Happy', 'Neutral']"
964,Five Total Strangers,['Horror'],['Neutral']
965,"Something is Killing the Children, Vol. 3",['Comics'],"['Sad', 'Neutral']"
966,System Change (System Universe #1),"['Science Fiction', 'Humor']","['Happy', 'Neutral']"
967,"Bonesmith (House of the Dead, #1)","['Fantasy', 'Suspense', 'Romance', 'Fiction', 'Young Adult']","['Frustration', 'Sad', 'Neutral']"
969,"The Judas Blossom (The Nightingale and the Falcon, #1)","['LGBT', 'Historical Fiction']",['Frustration']
973,"Crook Manifesto (Ray Carney, #2)","['Mystery', 'Contemporary', 'Fiction', 'Crime', 'Thriller', 'Historical Fiction']","['Frustration', 'Happy', 'Neutral']"
975,The Undertaker&#39;s Assistant,['Historical Fiction'],['Frustration']
976,A Wish for Us,['Music'],['Frustration']
979,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)","['Contemporary', 'Romance']","['Frustration', 'Sad', 'Neutral']"
980,The Words We Keep,['Poetry'],['Frustration']
982,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",['Fantasy'],['Frustration']
986,"Good Pop, Bad Pop","['Music', 'Art']",['Frustration']
989,"The Witch Doesn't Burn in This One (Women Are Some Kind of Magic, #2)",['Poetry'],['Frustration']
990,"Fantastic Four, Vol. 1: Whatever Happened to the Fantastic Four?","['Graphic Novels', 'Science Fiction', 'Comics']","['Happy', 'Sad', 'Neutral']"
991,Before I Go to Sleep,"['Suspense', 'Thriller']","['Happy', 'Neutral']"
992,"Saga, Volume 10",['Comics'],"['Sad', 'Neutral']"
994,"Breaking Dawn (The Twilight Saga, #4)","['Paranormal', 'Romance', 'Young Adult']","['Frustration', 'Sad', 'Neutral']"
995,Inferno,"['Poetry', 'Religion']",['Frustration']
996,"The Girl with the Dragon Tattoo (Millennium, #1)","['Mystery', 'Suspense', 'Fiction', 'Crime', 'Thriller']","['Happy', 'Neutral']"
997,Vacationland,['Travel'],['Frustration']
1000,NOS4A2,['Horror'],['Neutral']
1001,A Most Agreeable Murder,"['Mystery', 'Romance', 'Fiction', 'Historical Fiction', 'Humor']","['Frustration', 'Sad', 'Neutral']"
1002,Book Lovers,"['Contemporary', 'Romance', 'Chick Lit']","['Frustration', 'Sad', 'Neutral']"
1003,Tender is the Flesh,['Horror'],['Neutral']
1009,"Neverwhere (London Below, #1)",['Fantasy'],['Frustration']
1010,"Rebecca (Daughters of the Lost Colony, #3)",['Historical Fiction'],['Frustration']
1011,"An Optimist&#39;s Guide to Heartbreak (Heartsong, #1)",['Music'],['Frustration']
1013,What Lies Between Us,['Thriller'],"['Happy', 'Neutral']"
1025,"Lore Olympus: Volume One (Lore Olympus, #1)",['Comics'],"['Sad', 'Neutral']"
1026,"Grace Note (Cake, #7)",['Music'],['Frustration']
1028,The Southern Book Club's Guide to Slaying Vampires,['Horror'],['Neutral']
1029,Batman vs. Robin,"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1030,How to Honeymoon Alone,"['Contemporary', 'Romance', 'Chick Lit']","['Frustration', 'Sad', 'Neutral']"
1031,"Wicked Girl (Wicked, #3)",['Music'],['Frustration']
1035,"Next Door Dragon Daddy (Secret Shifters Next Door, #1)","['Fantasy', 'Paranormal']",['Frustration']
1036,"Ebony Gate (Phoenix Hoard, #1)","['Contemporary', 'Science Fiction']","['Happy', 'Neutral']"
1038,A History of My Brief Body,['Poetry'],['Frustration']
1039,"The Viscount Who Loved Me (Bridgertons, #2)",['Romance'],"['Frustration', 'Sad', 'Neutral']"
1040,Sharp Objects,"['Suspense', 'Crime', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
1045,The Forsaken Planet,['Science Fiction'],"['Happy', 'Neutral']"
1046,The Left Hand of Darkness,"['Classics', 'Science Fiction']","['Happy', 'Neutral']"
1047,After the Funeral,"['Contemporary', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1048,Queen Charlotte,"['Historical Fiction', 'Chick Lit']",['Frustration']
1049,Batman: White Knight,['Comics'],"['Sad', 'Neutral']"
1050,Mantras &amp; Minotaurs (Leviathan Fitness #3),"['Fantasy', 'Contemporary', 'Romance', 'Paranormal']","['Frustration', 'Sad', 'Neutral']"
1052,The Curious Kidnapping of Nora W,['Historical Fiction'],['Frustration']
1053,The Irish Boarding House,"['History', 'Historical Fiction', 'Chick Lit']",['Frustration']
1056,Open Throat,"['Fantasy', 'LGBT']",['Frustration']
1057,The Midnight House,"['Mystery', 'Historical Fiction']",['Frustration']
1061,"Star Wars: Darth Vader, Vol. 6: Return of the Handmaidens","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1063,"Rosemary's Baby (Rosemary's Baby, #1)",['Horror'],['Neutral']
1066,"Saga, Volume 2",['Comics'],"['Sad', 'Neutral']"
1074,"The Hunger Games (The Hunger Games, #1)","['Fiction', 'Suspense', 'Science Fiction', 'Young Adult']","['Happy', 'Neutral']"
1084,Batman: Year One,"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1089,"Heartstopper: Volume One (Heartstopper, #1)","['LGBT', 'Graphic Novels', 'Comics', 'Contemporary', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1092,A Little Devil in America: Notes in Praise of Black Performance,"['Poetry', 'Art']",['Frustration']
1096,Kismat Connection,"['Contemporary', 'Romance', 'Young Adult']","['Frustration', 'Sad', 'Neutral']"
1098,Citadel (Kindled #5),['Science Fiction'],"['Happy', 'Neutral']"
1104,"When Stars Collide (Chicago Stars, #9)",['Music'],['Frustration']
1109,Miles: The Autobiography,['Music'],['Frustration']
1110,Notes from a Small Island,['Travel'],['Frustration']
1114,The Devil&#39;s Playground,"['Suspense', 'Horror']",['Neutral']
1121,The Guest Room,"['Fiction', 'Crime', 'Suspense', 'Thriller']","['Happy', 'Neutral']"
1124,Going Bicoastal,"['Contemporary', 'Romance', 'LGBT', 'Young Adult']","['Frustration', 'Sad', 'Neutral']"
1126,"Lies &amp; Lullabies (Hush Note, #1)",['Music'],['Frustration']
1130,The Inconsolables,['Horror'],['Neutral']
1131,Taste: My Life through Food,"['Memoir', 'Travel']",['Frustration']
1132,"Saga, Volume 9",['Comics'],"['Sad', 'Neutral']"
1133,The Half of It: A Memoir,"['Music', 'Nonfiction', 'Biography']",['Frustration']
1134,Scar Tissue,['Music'],['Frustration']
1136,Cold Pursuit (Ryland &amp; St. Clair #1),"['Mystery', 'Suspense', 'Contemporary', 'Thriller', 'Christian']","['Happy', 'Neutral']"
1138,The Silent Bride,"['Psychology', 'Suspense', 'Contemporary', 'Fiction', 'Thriller']","['Happy', 'Neutral']"
1139,"The Sandman, Vol. 9: The Kindly Ones",['Comics'],"['Sad', 'Neutral']"
1143,No One Here Gets Out Alive,['Music'],['Frustration']
1145,The True Love Experiment,"['Fiction', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1149,Love on the Brain,['Romance'],"['Frustration', 'Sad', 'Neutral']"
1151,Falling Back in Love with Being Human: Letters to Lost Souls,"['Poetry', 'Spirituality', 'Self Help']",['Frustration']
1152,The Song of Achilles,"['Romance', 'LGBT', 'Historical Fiction']","['Frustration', 'Sad', 'Neutral']"
1153,"Saga, Volume 6","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1154,Unquiet,"['Horror', 'Historical Fiction']","['Frustration', 'Neutral']"
1155,Into the Wild,"['Nonfiction', 'Travel', 'Biography']",['Frustration']
1159,The Turn of the Screw,"['Classics', 'Horror']",['Neutral']
1161,The Wishing Game,"['Contemporary', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1163,The Divine Comedy,"['Poetry', 'Religion']",['Frustration']
1165,Fairy Tale,"['Fantasy', 'Thriller', 'Horror']","['Frustration', 'Happy', 'Neutral']"
1166,The Complete Persepolis,"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1167,The Sleepover,"['Crime', 'Horror', 'Mystery']",['Neutral']
1169,Lifeboat 12,['Poetry'],['Frustration']
1170,The Way I Hate Him,"['Music', 'Contemporary', 'Romance', 'Humor']","['Frustration', 'Sad', 'Neutral']"
1173,Dark Places,"['Suspense', 'Crime', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
1175,"The Forbidden Wolf King (The Kings of Avalier, #4)","['Fantasy', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1176,とつくにの少女 5 [Totsukuni no shōjo 5],['Comics'],"['Sad', 'Neutral']"
1179,"Asher (Ashes &amp; Embers, #6)",['Music'],['Frustration']
1184,The Silent Patient,"['Suspense', 'Crime', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
1185,"The Ghost Ship (The Burning Chambers, #3)","['Fantasy', 'LGBT', 'Historical Fiction']",['Frustration']
1186,"The Collector (Gabriel Allon, #23)","['Mystery', 'Suspense', 'Art', 'Fiction', 'Crime', 'Thriller', 'Historical Fiction']","['Frustration', 'Happy', 'Neutral']"
1187,"The Choice (The Dragon Heart Legacy, #3)","['Fantasy', 'Paranormal']",['Frustration']
1188,"Better than the Movies (Better than the Movies, #1)",['Romance'],"['Frustration', 'Sad', 'Neutral']"
1189,The Star-Crossed Sisters of Tuscany,['Travel'],['Frustration']
1190,Have You Seen Her,"['Fiction', 'Suspense', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
1191,Sunkissed,['Music'],['Frustration']
1192,"The Kiss Quotient (The Kiss Quotient, #1)","['Contemporary', 'Romance', 'Chick Lit']","['Frustration', 'Sad', 'Neutral']"
1197,Lanny,['Poetry'],['Frustration']
1200,"Aurora Rising (The Aurora Cycle, #1)",['Science Fiction'],"['Happy', 'Neutral']"
1201,Teenage Mutant Ninja Turtles: The Last Ronin,"['Science Fiction', 'Comics']","['Happy', 'Sad', 'Neutral']"
1202,"Our Last Days in Barcelona (The Perez Family, #5)",['Travel'],['Frustration']
1203,"The Final Empire (Mistborn, #1)",['Fantasy'],['Frustration']
1204,Before We Fall,"['Suspense', 'Contemporary', 'Romance', 'Mystery']","['Frustration', 'Sad', 'Neutral']"
1212,A Lady&#39;s Guide to Scandal,['Historical Fiction'],['Frustration']
1219,One Last Stop,"['Romance', 'LGBT']","['Frustration', 'Sad', 'Neutral']"
1234,Seven Years in Tibet,['Travel'],['Frustration']
1239,Bewilderment,"['Science Fiction', 'Science']","['Happy', 'Neutral']"
1241,"Immortality: A Love Story (The Anatomy Duology, #2)","['Fantasy', 'Horror', 'Historical Fiction', 'Young Adult']","['Frustration', 'Neutral']"
1242,When Gracie Met the Grump,"['Fantasy', 'Paranormal', 'Science Fiction']","['Frustration', 'Happy', 'Neutral']"
1243,Big Nate: The Gerbil Ate My Homework,"['Graphic Novels', 'Childrens', 'Comics']","['Sad', 'Neutral']"
1244,おじさまと猫 8 [Ojisama to Neko 8],"['Music', 'Manga', 'Graphic Novels']",['Frustration']
1245,Where the Crawdads Sing,"['Fiction', 'Mystery', 'Historical Fiction']",['Frustration']
1248,The All-American,"['Sports', 'Christian', 'Historical Fiction']",['Frustration']
1251,The Seven Moons of Maali Almeida,"['LGBT', 'Historical Fiction']",['Frustration']
1252,"Y: The Last Man, Vol. 1: Unmanned","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1254,A First Time for Everything,"['Travel', 'Nonfiction', 'Art', 'Comics']","['Frustration', 'Sad', 'Neutral']"
1258,The Waiting,['Comics'],"['Sad', 'Neutral']"
1261,The Lost Dressmaker of Paris,['Historical Fiction'],['Frustration']
1263,Keep It In The Family,"['Fiction', 'Suspense', 'Horror', 'Thriller']","['Happy', 'Neutral']"
1264,The Quarry Girls,"['Crime', 'Thriller', 'Historical Fiction']","['Frustration', 'Happy', 'Neutral']"
1265,Shipped,['Travel'],['Frustration']
1271,わたしの幸せな結婚 2 [Watashi no Shiawase na Kekkon 2],"['Fantasy', 'Historical Fiction']",['Frustration']
1276,Teaching My Mother How to Give Birth,['Poetry'],['Frustration']
1285,Lords of Chaos: The Bloody Rise of the Satanic Metal Underground,['Music'],['Frustration']
1286,"The Tourist Attraction (Moose Springs, Alaska, #1)",['Travel'],['Frustration']
1288,The Swell,"['Sports', 'Travel']",['Frustration']
1289,Wild: Tales from Early Medieval Britain,['Poetry'],['Frustration']
1290,"Cat Kid Comic Club: Collaborations (Cat Kid Comic Club, #4)","['Graphic Novels', 'Childrens', 'Comics']","['Sad', 'Neutral']"
1291,The Storyteller: Tales of Life and Music,"['Music', 'Memoir']",['Frustration']
1293,Super-Infinite: The Transformations of John Donne,['Poetry'],['Frustration']
1295,The Half Moon,"['Mystery', 'Historical Fiction']",['Frustration']
1296,"The Last Dragon King (Kings of Avalier, #1)","['Paranormal', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1297,"Next in Line (William Warwick, #5)",['Historical Fiction'],['Frustration']
1299,"The Titan's Curse (Percy Jackson and the Olympians, #3)",['Fantasy'],['Frustration']
1301,Mexican Gothic,"['Mystery', 'Horror', 'Historical Fiction']","['Frustration', 'Neutral']"
1302,Lady Tan&#39;s Circle of Women,"['Fiction', 'Historical Fiction']",['Frustration']
1304,Number the Stars,['Historical Fiction'],['Frustration']
1307,The First Ladies,"['History', 'Historical Fiction']",['Frustration']
1309,Miles Morales Suspended,"['Poetry', 'Childrens']",['Frustration']
1312,"악역의 엔딩은 죽음뿐 1 (Villains are Destined to Die, Vol. 1)","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1313,Quantum Radio,"['Science Fiction', 'Science']","['Happy', 'Neutral']"
1314,"Midlife Soul Hunter (Forty Proof, #8)","['Fantasy', 'Paranormal']",['Frustration']
1317,Saint Juniper&#39;s Folly,"['Fantasy', 'Paranormal', 'LGBT', 'Horror', 'Young Adult']","['Frustration', 'Neutral']"
1318,The Frangitelli Mirror,['Horror'],['Neutral']
1320,The Perfect Couple,"['Suspense', 'Contemporary', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1321,The Edge of Sleep,"['Fantasy', 'Horror', 'Science Fiction']","['Frustration', 'Happy', 'Neutral']"
1322,Kisses and Croissants,['Travel'],['Frustration']
1327,나 혼자만 레벨업 5,"['Manga', 'Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1328,Musicophilia: Tales of Music and the Brain,['Music'],['Frustration']
1329,Strange Sally Diamond,"['Mystery', 'Suspense', 'Contemporary', 'Fiction', 'Thriller']","['Happy', 'Neutral']"
1333,Star Wars: The High Republic - The Blade,"['Graphic Novels', 'Science Fiction', 'Comics']","['Happy', 'Sad', 'Neutral']"
1338,Maeve Fly,['Horror'],['Neutral']
1342,Their Vicious Games,"['Fiction', 'Thriller', 'Horror', 'Young Adult']","['Happy', 'Neutral']"
1344,The House of Eve,['Romance'],"['Frustration', 'Sad', 'Neutral']"
1345,Do Androids Dream of Electric Sheep?,"['Classics', 'Science Fiction']","['Happy', 'Neutral']"
1346,"Dragonfly in Amber (Outlander, #2)",['Historical Fiction'],['Frustration']
1349,Great Circle,['Travel'],['Frustration']
1355,"A Storm of Swords (A Song of Ice and Fire, #3)",['Fantasy'],['Frustration']
1356,Must Love Flowers,"['Fiction', 'Romance', 'Chick Lit']","['Frustration', 'Sad', 'Neutral']"
1360,"Claws and Contrivances (Regency Dragons, #2)",['Historical Fiction'],['Frustration']
1368,The Glass Château,"['Historical Fiction', 'Art']",['Frustration']
1369,"Shadow Me (Shatter Me, #4.5)","['Romance', 'Science Fiction']","['Frustration', 'Happy', 'Sad', 'Neutral']"
1371,"Walking with Sam: A Father, a Son, and Five Hundred Miles Across Spain","['Memoir', 'Travel', 'Biography']",['Frustration']
1374,"Cherishing the Cowgirl (Colorado Cowgirls, #2)",['Historical Fiction'],['Frustration']
1375,The Hating Game,"['Contemporary', 'Romance', 'Chick Lit']","['Frustration', 'Sad', 'Neutral']"
1378,"Nightwing, Vol. 1: Leaping into the Light",['Comics'],"['Sad', 'Neutral']"
1387,Girls of Little Hope,['Horror'],['Neutral']
1389,A Visit from the Goon Squad,['Music'],['Frustration']
1390,Anger Bang,['Romance'],"['Frustration', 'Sad', 'Neutral']"
1393,We&#39;re All Monsters Here,['Horror'],['Neutral']
1395,My Daughter&#39;s Boyfriend,"['Fiction', 'Suspense', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
1398,The Outsider,"['Paranormal', 'Horror', 'Mystery']",['Neutral']
1399,Junker Seven,['Science Fiction'],"['Happy', 'Neutral']"
1403,I'm with the Band: Confessions of a Groupie,['Music'],['Frustration']
1404,Meant to Be,"['Historical Fiction', 'Chick Lit']",['Frustration']
1405,Dead Eleven,"['Fantasy', 'Thriller', 'Horror', 'Mystery']","['Frustration', 'Happy', 'Neutral']"
1407,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",['Science Fiction'],"['Happy', 'Neutral']"
1409,A Fatal Groove (Record Shop Mystery #2),"['Music', 'Contemporary', 'Mystery']",['Frustration']
1410,White Noise (Caffeine Daydreams #1),['Music'],['Frustration']
1413,On the Shore (Cottonwood Cove #3),"['Sports', 'Contemporary', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1414,The Emperor&#39;s Sword: Pre-order the brand new adventure in the Chivalry series!,['Historical Fiction'],['Frustration']
1415,Miss Benson&#39;s Beetle,['Travel'],['Frustration']
1420,Call the Canaries Home,"['Chick Lit', 'Suspense', 'Contemporary', 'Fiction', 'Thriller']","['Happy', 'Neutral']"
1421,The Dirt: Confessions of the World's Most Notorious Rock Band,['Music'],['Frustration']
1423,"Fire &amp; Fate (Villains, #10)","['Fantasy', 'Young Adult']",['Frustration']
1424,"The Traitor (Covenant of Steel, #3)",['Fantasy'],['Frustration']
1428,The Couples Trip,['Travel'],['Frustration']
1431,Are You Afraid of the Dark?,['Horror'],['Neutral']
1432,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood","['Crime', 'Horror']",['Neutral']
1433,Run on Red,"['Suspense', 'Crime', 'Horror']",['Neutral']
1436,Hello Beautiful,"['Contemporary', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1438,Can't Stop Won't Stop: A History of the Hip-Hop Generation,['Music'],['Frustration']
1439,Survive the Night,"['Horror', 'Mystery']",['Neutral']
1440,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",['Historical Fiction'],['Frustration']
1441,Side Trip,['Travel'],['Frustration']
1442,'Salem's Lot,['Horror'],['Neutral']
1445,The Hotel Nantucket,"['Contemporary', 'Historical Fiction']",['Frustration']
1446,"Two Graves, Vol. 1","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1448,Yumi and the Nightmare Painter,"['Fiction', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1451,"Garden of the Cursed (Garden of the Cursed, #1)","['Fantasy', 'LGBT', 'Mystery', 'Young Adult']",['Frustration']
1456,The Name of the Rose,['Historical Fiction'],['Frustration']
1460,The Spaceship in the Stone (The Space Legacy #1),['Science Fiction'],"['Happy', 'Neutral']"
1461,Orphan Train,['Historical Fiction'],['Frustration']
1463,All the Skills 2 (All the Skills #2),"['Fantasy', 'Young Adult']",['Frustration']
1464,"The Archive Undying (The Downworld Sequence, #1)","['Fantasy', 'Science Fiction', 'LGBT']","['Frustration', 'Happy', 'Neutral']"
1466,Tell Me How This Ends,"['Mystery', 'Historical Fiction']",['Frustration']
1467,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","['Fantasy', 'Humor']",['Frustration']
1473,葬送のフリーレン 8 [Sōsō no Frieren 8],"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1475,In a Sunburned Country,['Travel'],['Frustration']
1477,The Surgeon,"['Fiction', 'Suspense', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
1485,Then She Was Gone,"['Suspense', 'Thriller']","['Happy', 'Neutral']"
1486,The Beasts of Paris,['Historical Fiction'],['Frustration']
1491,Ethera Grave,['Science Fiction'],"['Happy', 'Neutral']"
1495,Y/N,['Music'],['Frustration']
1496,The Mixtape,['Music'],['Frustration']
1497,August Blue,"['Music', 'Travel']",['Frustration']
1499,"It Happened One Summer (Bellinger Sisters, #1)",['Romance'],"['Frustration', 'Sad', 'Neutral']"
1502,"Imagine Me (Shatter Me, #6)",['Romance'],"['Frustration', 'Sad', 'Neutral']"
1503,The Long Hard Road Out of Hell,['Music'],['Frustration']
1515,Lost in Time,['Fantasy'],['Frustration']
1516,Flamer,['Comics'],"['Sad', 'Neutral']"
1520,Dog Man: Twenty Thousand Fleas Under the Sea (Dog Man #11),"['Humor', 'Childrens', 'Comics']","['Sad', 'Neutral']"
1522,Night Sky with Exit Wounds,['Poetry'],['Frustration']
1524,Fog of War (The Last Hunter #8),['Science Fiction'],"['Happy', 'Neutral']"
1529,The Deja Glitch,['Science Fiction'],"['Happy', 'Neutral']"
1531,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)","['Fiction', 'Science Fiction', 'Humor']","['Happy', 'Neutral']"
1534,Brave New World,"['Fiction', 'Classics', 'Science Fiction']","['Happy', 'Neutral']"
1539,Misery,"['Suspense', 'Thriller', 'Horror']","['Happy', 'Neutral']"
1540,"Legendary (Caraval, #2)","['Fantasy', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1545,The Bird Hotel,['Travel'],['Frustration']
1546,The House Across the Lake,"['Paranormal', 'Thriller', 'Horror']","['Happy', 'Neutral']"
1548,Deadpool by Alyssa Wong Vol. 1 (Deadpool (2022-)),"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1549,A Terrible Kindness,['Music'],['Frustration']
1550,The Time Machine,['Science Fiction'],"['Happy', 'Neutral']"
1556,Kala,"['Mystery', 'Suspense', 'Contemporary', 'Fiction', 'Crime', 'Thriller']","['Happy', 'Neutral']"
1560,Winter&#39;s Rise (Winter Black #4),"['Paranormal', 'Historical Fiction']",['Frustration']
1562,Like Honey for the Bones,"['Suspense', 'Romance', 'Mystery']","['Frustration', 'Sad', 'Neutral']"
1564,"Good Girl, Bad Blood (A Good Girl&#39;s Guide to Murder, #2)","['Thriller', 'Mystery']","['Happy', 'Neutral']"
1567,Fatal Legacy,"['Mystery', 'Historical Fiction']",['Frustration']
1568,Romeo and Juliet,"['Classics', 'Romance']","['Frustration', 'Sad', 'Neutral']"
1569,Suffer the Darkness,['Horror'],['Neutral']
1571,The Book Eaters,['Horror'],['Neutral']
1573,"The Lost Symbol (Robert Langdon, #3)","['Suspense', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
1574,"Locke & Key, Vol. 1: Welcome to Lovecraft","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1575,Mark of the Fool 4 (Mark of the Fool #4),['Fantasy'],['Frustration']
1576,This Is Your Brain on Music: The Science of a Human Obsession,['Music'],['Frustration']
1578,How the Penguins Saved Veronica (Veronica McCreedy #1),['Travel'],['Frustration']
1579,The Sandman Vol. 10: The Wake,['Comics'],"['Sad', 'Neutral']"
1580,The Girl on the Train,"['Suspense', 'Crime', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
1585,Incognito,['Music'],['Frustration']
1594,"Spy×Family 3 (SpyxFamily, #3)","['Manga', 'Comics']","['Sad', 'Neutral']"
1595,She Started It,"['Travel', 'Chick Lit', 'Suspense', 'Contemporary', 'Fiction', 'Crime', 'Thriller']","['Frustration', 'Happy', 'Neutral']"
1597,The Little Venice Bookshop,['Travel'],['Frustration']
1599,Fahrenheit 451,"['Fiction', 'Classics', 'Science Fiction']","['Happy', 'Neutral']"
1604,"The Ex Hex (The Ex Hex, #1)","['Fantasy', 'Paranormal', 'Chick Lit']",['Frustration']
1605,Regretting You,"['Romance', 'Chick Lit']","['Frustration', 'Sad', 'Neutral']"
1606,"The Bourne Identity (Jason Bourne, #1)",['Thriller'],"['Happy', 'Neutral']"
