user_id,mental_state,books_preferences,music_preferences,film_preferences
298,happy,"['Horror', 'History', 'Travel']","['pop', 'electronic', 'new-age']","['Comedy', 'Fantasy', 'Adventure']"
298,sad,"['Horror', 'Classics', 'Historical Fiction']","['electro', 'new-age', 'electronic']","['Sci-Fi', 'Adventure', 'Horror']"
298,stressed,"['Humor', 'Travel', 'Science Fiction']","['electronic', 'alternative', 'pop']","['Fantasy', 'Western', 'Sci-Fi']"
298,relaxed,"['Science', 'Psychology', 'Young Adult']","['metal', 'electronic', 'world-music']","['Fantasy', 'Adventure', 'Western']"
299,happy,"['Humor', 'Thriller', 'Comics']","['blues', 'metal', 'electronic']","['Sci-Fi', 'Romance', 'Fantasy']"
299,sad,"['Mystery', 'Memoir', 'Art']","['world-music', 'folk', 'pop']","['Western', 'Horror', 'Animation']"
299,stressed,"['Poetry', 'Horror', 'Travel']","['blues', 'soul', 'indie']","['Romance', 'Children', 'Sci-Fi']"
299,relaxed,"['History', 'Young Adult', 'LGBT']","['electronic', 'pop', 'metal']","['Horror', 'Romance', 'Sci-Fi']"
300,happy,"['Young Adult', 'Psychology', 'Romance']","['metal', 'folk', 'electronic']","['Comedy', 'Sci-Fi', 'Horror']"
300,sad,"['Graphic Novels', 'Biography', 'Horror']","['folk', 'new-age', 'electro']","['Western', 'Fantasy', 'Children']"
300,stressed,"['Business', ""Children's"", 'Philosophy']","['metal', 'world-music', 'electro']","['Comedy', 'Sci-Fi', 'Horror']"
300,relaxed,"['Fiction', 'Self Help', 'Nonfiction']","['new-age', 'alternative', 'dance']","['Horror', 'Sci-Fi', 'Animation']"
301,happy,"[""Children's"", 'Graphic Novels', 'Crime']","['metal', 'electro', 'blues']","['Comedy', 'Sci-Fi', 'Romance']"
301,sad,"['Business', 'LGBT', 'Art']","['blues', 'dance', 'soul']","['Fantasy', 'Horror', 'Animation']"
301,stressed,"['Science', 'Self Help', 'Religion']","['folk', 'electro', 'metal']","['Fantasy', 'Animation', 'Horror']"
301,relaxed,"['LGBT', 'Thriller', 'Religion']","['dance', 'rock', 'electronic']","['Sci-Fi', 'Fantasy', 'Children']"
302,happy,"['Historical Fiction', 'History', 'Comics']","['new-age', 'electronic', 'metal']","['Animation', 'Adventure', 'Western']"
302,sad,"['Religion', 'Philosophy', 'Art']","['soul', 'folk', 'pop']","['Comedy', 'Romance', 'Animation']"
302,stressed,"['Fiction', ""Children's"", 'Travel']","['folk', 'rock', 'alternative']","['Children', 'Fantasy', 'Romance']"
302,relaxed,"['Business', 'LGBT', 'Mystery']","['electronic', 'rock', 'folk']","['Adventure', 'Children', 'Romance']"
303,happy,"['Romance', 'Fiction', ""Children's""]","['indie', 'rock', 'pop']","['Children', 'Romance', 'Sci-Fi']"
303,sad,"['Fiction', 'Mystery', 'Art']","['indie', 'pop', 'metal']","['Western', 'Sci-Fi', 'Romance']"
303,stressed,"['Biography', 'History', 'Science']","['folk', 'new-age', 'alternative']","['Children', 'Comedy', 'Western']"
303,relaxed,"['Business', 'Fiction', 'Comics']","['new-age', 'folk', 'pop']","['Adventure', 'Children', 'Fantasy']"
304,happy,"['Poetry', 'Romance', 'Biography']","['indie', 'world-music', 'electronic']","['Comedy', 'Western', 'Romance']"
304,sad,"['Self Help', 'Religion', 'Poetry']","['folk', 'electro', 'metal']","['Romance', 'Sci-Fi', 'Adventure']"
304,stressed,"['Horror', 'Travel', 'Mystery']","['soul', 'pop', 'alternative']","['Fantasy', 'Animation', 'Romance']"
304,relaxed,"['Comics', 'Historical Fiction', 'Paranormal']","['new-age', 'alternative', 'rock']","['Adventure', 'Children', 'Western']"
305,happy,"['Paranormal', 'Romance', 'Thriller']","['rock', 'pop', 'blues']","['Horror', 'Animation', 'Fantasy']"
305,sad,"['Sports', 'Biography', 'Classics']","['blues', 'folk', 'world-music']","['Fantasy', 'Western', 'Comedy']"
305,stressed,"[""Children's"", 'Romance', 'Young Adult']","['electronic', 'new-age', 'blues']","['Fantasy', 'Children', 'Romance']"
305,relaxed,"['Music', 'Young Adult', 'Horror']","['dance', 'new-age', 'world-music']","['Horror', 'Western', 'Comedy']"
306,happy,"['Historical Fiction', 'Mystery', 'Young Adult']","['new-age', 'metal', 'pop']","['Animation', 'Horror', 'Children']"
306,sad,"['Humor', ""Children's"", 'Religion']","['blues', 'world-music', 'rock']","['Western', 'Romance', 'Fantasy']"
306,stressed,"['Nonfiction', 'LGBT', 'Thriller']","['world-music', 'soul', 'alternative']","['Horror', 'Fantasy', 'Western']"
306,relaxed,"['Graphic Novels', 'Travel', 'Fiction']","['new-age', 'rock', 'dance']","['Fantasy', 'Animation', 'Adventure']"
307,happy,"['Paranormal', 'Classics', 'Business']","['metal', 'indie', 'folk']","['Children', 'Romance', 'Animation']"
307,sad,"['Young Adult', ""Children's"", 'Paranormal']","['pop', 'world-music', 'new-age']","['Children', 'Animation', 'Fantasy']"
307,stressed,"['Biography', 'Thriller', 'Horror']","['world-music', 'soul', 'metal']","['Comedy', 'Adventure', 'Sci-Fi']"
307,relaxed,"['Science Fiction', 'Mystery', 'Paranormal']","['rock', 'alternative', 'electronic']","['Western', 'Adventure', 'Children']"
308,happy,"['Mystery', 'Romance', ""Children's""]","['alternative', 'electronic', 'pop']","['Comedy', 'Animation', 'Western']"
308,sad,"['Classics', 'Religion', 'Poetry']","['new-age', 'folk', 'indie']","['Adventure', 'Comedy', 'Western']"
308,stressed,"['Business', 'Sports', 'Spirituality']","['soul', 'alternative', 'new-age']","['Sci-Fi', 'Western', 'Romance']"
308,relaxed,"['Young Adult', 'Sports', 'Poetry']","['soul', 'alternative', 'dance']","['Comedy', 'Western', 'Horror']"
309,happy,"['Self Help', 'History', 'Science']","['alternative', 'indie', 'dance']","['Horror', 'Western', 'Comedy']"
309,sad,"['Romance', ""Children's"", 'Spirituality']","['electronic', 'indie', 'metal']","['Adventure', 'Romance', 'Comedy']"
309,stressed,"['LGBT', 'Science Fiction', 'Art']","['pop', 'new-age', 'electro']","['Romance', 'Children', 'Western']"
309,relaxed,"['Business', 'Sports', 'LGBT']","['metal', 'new-age', 'rock']","['Animation', 'Children', 'Horror']"
310,happy,"['Humor', 'Young Adult', 'Comics']","['rock', 'alternative', 'electro']","['Horror', 'Adventure', 'Romance']"
310,sad,"['Sports', 'Fiction', 'Graphic Novels']","['world-music', 'dance', 'electronic']","['Adventure', 'Fantasy', 'Western']"
310,stressed,"['Biography', 'Classics', 'Chick Lit']","['dance', 'pop', 'indie']","['Children', 'Animation', 'Fantasy']"
310,relaxed,"['Spirituality', 'Classics', 'Crime']","['electronic', 'indie', 'pop']","['Fantasy', 'Western', 'Adventure']"
311,happy,"['Self Help', 'Business', 'Religion']","['world-music', 'indie', 'new-age']","['Romance', 'Comedy', 'Children']"
311,sad,"['Fiction', 'Graphic Novels', 'Biography']","['new-age', 'rock', 'indie']","['Western', 'Fantasy', 'Sci-Fi']"
311,stressed,"['Romance', 'Horror', 'Graphic Novels']","['metal', 'folk', 'world-music']","['Comedy', 'Fantasy', 'Animation']"
311,relaxed,"['Travel', 'Romance', 'Mystery']","['new-age', 'electronic', 'rock']","['Romance', 'Animation', 'Fantasy']"
312,happy,"[""Children's"", 'Thriller', 'Crime']","['folk', 'blues', 'electronic']","['Fantasy', 'Romance', 'Western']"
312,sad,"['Humor', 'Horror', 'Religion']","['folk', 'electronic', 'pop']","['Sci-Fi', 'Comedy', 'Children']"
312,stressed,"['Psychology', 'Sports', 'Art']","['folk', 'electro', 'world-music']","['Fantasy', 'Comedy', 'Children']"
312,relaxed,"['Poetry', 'Paranormal', ""Children's""]","['soul', 'electronic', 'new-age']","['Western', 'Adventure', 'Fantasy']"
313,happy,"['Spirituality', 'Religion', 'Self Help']","['electro', 'soul', 'metal']","['Fantasy', 'Children', 'Adventure']"
313,sad,"['Sports', 'Fiction', 'Biography']","['dance', 'world-music', 'metal']","['Sci-Fi', 'Romance', 'Comedy']"
313,stressed,"['Horror', 'Science', 'Business']","['world-music', 'blues', 'soul']","['Horror', 'Children', 'Comedy']"
313,relaxed,"['Classics', 'Music', 'Humor']","['metal', 'world-music', 'pop']","['Sci-Fi', 'Children', 'Horror']"
314,happy,"[""Children's"", 'Biography', 'History']","['pop', 'world-music', 'soul']","['Sci-Fi', 'Comedy', 'Romance']"
314,sad,"['Graphic Novels', 'Science Fiction', 'Young Adult']","['folk', 'indie', 'metal']","['Western', 'Horror', 'Romance']"
314,stressed,"['LGBT', 'Crime', 'Self Help']","['new-age', 'pop', 'indie']","['Fantasy', 'Horror', 'Western']"
314,relaxed,"['Thriller', 'Religion', 'Horror']","['new-age', 'folk', 'electro']","['Fantasy', 'Children', 'Romance']"
315,happy,"['Art', 'History', 'Music']","['rock', 'folk', 'world-music']","['Romance', 'Horror', 'Fantasy']"
315,sad,"['Travel', 'Science Fiction', 'Classics']","['metal', 'rock', 'folk']","['Animation', 'Comedy', 'Sci-Fi']"
315,stressed,"['Religion', 'Art', 'Philosophy']","['rock', 'world-music', 'dance']","['Western', 'Romance', 'Fantasy']"
315,relaxed,"['Business', 'Paranormal', 'Thriller']","['new-age', 'alternative', 'pop']","['Romance', 'Animation', 'Sci-Fi']"
316,happy,"['Religion', 'Historical Fiction', 'Spirituality']","['pop', 'dance', 'rock']","['Romance', 'Western', 'Sci-Fi']"
316,sad,"['Classics', 'Fiction', 'Spirituality']","['indie', 'folk', 'new-age']","['Children', 'Horror', 'Sci-Fi']"
316,stressed,"['Memoir', 'Sports', 'Science Fiction']","['blues', 'new-age', 'pop']","['Animation', 'Horror', 'Romance']"
316,relaxed,"['Poetry', 'Young Adult', 'Religion']","['blues', 'metal', 'folk']","['Western', 'Fantasy', 'Animation']"
317,happy,"['Self Help', 'Mystery', 'Sports']","['metal', 'electro', 'dance']","['Animation', 'Comedy', 'Adventure']"
317,sad,"['Young Adult', 'Religion', 'Self Help']","['folk', 'new-age', 'electronic']","['Romance', 'Western', 'Animation']"
317,stressed,"['Art', 'Science Fiction', 'Nonfiction']","['pop', 'electronic', 'rock']","['Romance', 'Horror', 'Children']"
317,relaxed,"['Comics', 'Graphic Novels', 'History']","['rock', 'folk', 'dance']","['Children', 'Horror', 'Western']"
318,happy,"['Self Help', 'Business', ""Children's""]","['blues', 'metal', 'soul']","['Comedy', 'Adventure', 'Sci-Fi']"
318,sad,"['Psychology', 'Art', 'Business']","['dance', 'indie', 'world-music']","['Children', 'Fantasy', 'Western']"
318,stressed,"['Crime', 'Sports', 'Fiction']","['electronic', 'rock', 'blues']","['Sci-Fi', 'Horror', 'Animation']"
318,relaxed,"['Romance', 'Religion', 'Graphic Novels']","['electro', 'folk', 'blues']","['Romance', 'Comedy', 'Animation']"
319,happy,"['Nonfiction', 'Self Help', 'Chick Lit']","['electro', 'folk', 'pop']","['Children', 'Comedy', 'Animation']"
319,sad,"['Comics', 'Music', 'Travel']","['rock', 'new-age', 'electro']","['Horror', 'Comedy', 'Adventure']"
319,stressed,"['Thriller', 'Fiction', 'Chick Lit']","['electro', 'metal', 'new-age']","['Children', 'Comedy', 'Romance']"
319,relaxed,"['Historical Fiction', 'Chick Lit', 'Religion']","['alternative', 'metal', 'pop']","['Fantasy', 'Romance', 'Western']"
320,happy,"['Business', 'Crime', 'Spirituality']","['metal', 'dance', 'world-music']","['Animation', 'Comedy', 'Sci-Fi']"
320,sad,"['Science Fiction', 'Philosophy', 'Religion']","['electronic', 'world-music', 'folk']","['Animation', 'Sci-Fi', 'Romance']"
320,stressed,"['Romance', 'Travel', 'Business']","['alternative', 'indie', 'world-music']","['Horror', 'Sci-Fi', 'Western']"
320,relaxed,"['Nonfiction', 'Art', ""Children's""]","['new-age', 'alternative', 'electro']","['Adventure', 'Western', 'Animation']"
321,happy,"['Self Help', 'Art', 'Graphic Novels']","['dance', 'metal', 'pop']","['Fantasy', 'Children', 'Western']"
321,sad,"['Self Help', 'Religion', 'Crime']","['pop', 'electronic', 'world-music']","['Romance', 'Children', 'Horror']"
321,stressed,"['Comics', 'Science', 'Thriller']","['metal', 'indie', 'folk']","['Adventure', 'Sci-Fi', 'Comedy']"
321,relaxed,"['Romance', 'Crime', 'Business']","['electro', 'alternative', 'blues']","['Fantasy', 'Adventure', 'Children']"
322,happy,"['Chick Lit', 'Self Help', 'Young Adult']","['soul', 'new-age', 'indie']","['Western', 'Comedy', 'Sci-Fi']"
322,sad,"['Thriller', 'Sports', 'Memoir']","['pop', 'soul', 'blues']","['Western', 'Comedy', 'Horror']"
322,stressed,"['Fiction', 'Self Help', 'Young Adult']","['rock', 'soul', 'metal']","['Western', 'Animation', 'Comedy']"
322,relaxed,"['Travel', 'Classics', ""Children's""]","['world-music', 'soul', 'new-age']","['Adventure', 'Children', 'Romance']"
323,happy,"['Chick Lit', 'Thriller', 'Mystery']","['electronic', 'rock', 'electro']","['Comedy', 'Sci-Fi', 'Adventure']"
323,sad,"['Music', 'History', 'Comics']","['electro', 'blues', 'world-music']","['Children', 'Sci-Fi', 'Comedy']"
323,stressed,"['Art', 'Thriller', 'Music']","['world-music', 'blues', 'soul']","['Comedy', 'Romance', 'Western']"
323,relaxed,"['Thriller', 'Horror', 'Travel']","['metal', 'new-age', 'folk']","['Adventure', 'Horror', 'Fantasy']"
324,happy,"['Business', 'Art', ""Children's""]","['rock', 'pop', 'alternative']","['Horror', 'Adventure', 'Sci-Fi']"
324,sad,"['Romance', 'Mystery', 'Paranormal']","['alternative', 'world-music', 'pop']","['Animation', 'Sci-Fi', 'Horror']"
324,stressed,"['Chick Lit', 'Art', 'Fiction']","['electro', 'soul', 'blues']","['Horror', 'Sci-Fi', 'Children']"
324,relaxed,"['Self Help', 'Graphic Novels', 'Thriller']","['electronic', 'blues', 'pop']","['Children', 'Adventure', 'Animation']"
325,happy,"['Music', 'Travel', 'Romance']","['electro', 'indie', 'alternative']","['Western', 'Sci-Fi', 'Children']"
325,sad,"['Chick Lit', 'Sports', 'Memoir']","['soul', 'rock', 'electro']","['Comedy', 'Adventure', 'Fantasy']"
325,stressed,"['Religion', 'Nonfiction', 'Memoir']","['alternative', 'electro', 'world-music']","['Horror', 'Romance', 'Western']"
325,relaxed,"['Young Adult', 'Religion', 'Chick Lit']","['metal', 'pop', 'dance']","['Sci-Fi', 'Horror', 'Western']"
326,happy,"['Philosophy', 'Art', 'Poetry']","['alternative', 'soul', 'world-music']","['Western', 'Comedy', 'Sci-Fi']"
326,sad,"['LGBT', 'Science', 'Art']","['indie', 'electro', 'blues']","['Comedy', 'Horror', 'Western']"
326,stressed,"['Spirituality', 'Fiction', 'Mystery']","['dance', 'metal', 'rock']","['Horror', 'Comedy', 'Sci-Fi']"
326,relaxed,"['Science Fiction', 'History', 'Horror']","['soul', 'electronic', 'dance']","['Western', 'Adventure', 'Romance']"
327,happy,"['Historical Fiction', 'Music', 'Mystery']","['world-music', 'soul', 'new-age']","['Fantasy', 'Romance', 'Sci-Fi']"
327,sad,"['Art', 'Sports', 'Chick Lit']","['soul', 'world-music', 'metal']","['Fantasy', 'Comedy', 'Children']"
327,stressed,"['Science', 'Humor', 'Horror']","['electronic', 'new-age', 'electro']","['Romance', 'Sci-Fi', 'Adventure']"
327,relaxed,"['Mystery', 'Young Adult', 'Fiction']","['new-age', 'rock', 'metal']","['Children', 'Comedy', 'Fantasy']"
328,happy,"['Spirituality', 'Philosophy', 'Classics']","['electro', 'pop', 'new-age']","['Comedy', 'Adventure', 'Children']"
328,sad,"['Humor', 'Classics', 'LGBT']","['folk', 'electro', 'world-music']","['Fantasy', 'Romance', 'Horror']"
328,stressed,"['Chick Lit', 'Religion', 'Thriller']","['pop', 'electronic', 'world-music']","['Children', 'Horror', 'Comedy']"
328,relaxed,"['Comics', 'Mystery', 'Crime']","['dance', 'blues', 'electro']","['Animation', 'Fantasy', 'Sci-Fi']"
329,happy,"['Classics', 'Romance', 'Travel']","['dance', 'folk', 'electronic']","['Sci-Fi', 'Horror', 'Comedy']"
329,sad,"[""Children's"", 'Biography', 'Music']","['metal', 'soul', 'folk']","['Romance', 'Animation', 'Horror']"
329,stressed,"['Young Adult', 'Self Help', 'Mystery']","['alternative', 'electronic', 'soul']","['Children', 'Romance', 'Fantasy']"
329,relaxed,"['Biography', 'Crime', 'Young Adult']","['metal', 'rock', 'electro']","['Fantasy', 'Comedy', 'Sci-Fi']"
330,happy,"['Art', 'Thriller', 'Mystery']","['world-music', 'rock', 'soul']","['Adventure', 'Animation', 'Comedy']"
330,sad,"['Religion', 'History', 'Science']","['soul', 'new-age', 'rock']","['Western', 'Romance', 'Children']"
330,stressed,"['Crime', 'Horror', 'Historical Fiction']","['world-music', 'rock', 'blues']","['Fantasy', 'Horror', 'Sci-Fi']"
330,relaxed,"['Paranormal', 'Crime', 'Nonfiction']","['electronic', 'rock', 'indie']","['Comedy', 'Animation', 'Horror']"
331,happy,"['Young Adult', 'Historical Fiction', 'Poetry']","['dance', 'folk', 'pop']","['Comedy', 'Animation', 'Western']"
331,sad,"['Religion', 'Music', 'Historical Fiction']","['indie', 'soul', 'alternative']","['Romance', 'Adventure', 'Fantasy']"
331,stressed,"['Romance', 'Spirituality', 'Nonfiction']","['new-age', 'electro', 'alternative']","['Western', 'Children', 'Sci-Fi']"
331,relaxed,"['Thriller', 'Poetry', 'Romance']","['pop', 'indie', 'blues']","['Western', 'Children', 'Horror']"
332,happy,"['Science', 'Romance', 'Religion']","['metal', 'world-music', 'alternative']","['Adventure', 'Animation', 'Western']"
332,sad,"['Romance', 'Travel', 'Self Help']","['pop', 'metal', 'electro']","['Horror', 'Fantasy', 'Animation']"
332,stressed,"['Crime', 'Religion', 'Mystery']","['rock', 'metal', 'folk']","['Horror', 'Adventure', 'Comedy']"
332,relaxed,"['Philosophy', 'LGBT', 'Art']","['folk', 'rock', 'world-music']","['Horror', 'Fantasy', 'Comedy']"
333,happy,"['Spirituality', 'Music', 'Travel']","['folk', 'metal', 'world-music']","['Horror', 'Adventure', 'Romance']"
333,sad,"['Religion', 'Thriller', 'Crime']","['electro', 'metal', 'electronic']","['Romance', 'Adventure', 'Children']"
333,stressed,"['Comics', 'Travel', 'Crime']","['alternative', 'pop', 'indie']","['Western', 'Horror', 'Romance']"
333,relaxed,"['Young Adult', 'LGBT', 'Business']","['soul', 'world-music', 'blues']","['Fantasy', 'Western', 'Horror']"
334,happy,"['Sports', 'Religion', 'Historical Fiction']","['metal', 'pop', 'indie']","['Adventure', 'Western', 'Comedy']"
334,sad,"['Memoir', 'Art', 'Travel']","['world-music', 'pop', 'electro']","['Children', 'Adventure', 'Western']"
334,stressed,"['Religion', 'Comics', 'Crime']","['electronic', 'electro', 'rock']","['Children', 'Fantasy', 'Sci-Fi']"
334,relaxed,"['Crime', 'Religion', 'Thriller']","['electro', 'pop', 'electronic']","['Horror', 'Comedy', 'Adventure']"
335,happy,"['Young Adult', 'Religion', 'Biography']","['electro', 'blues', 'electronic']","['Fantasy', 'Horror', 'Adventure']"
335,sad,"['Nonfiction', 'Horror', 'Music']","['pop', 'new-age', 'electronic']","['Comedy', 'Animation', 'Fantasy']"
335,stressed,"['Thriller', 'Science Fiction', 'Music']","['blues', 'world-music', 'rock']","['Adventure', 'Fantasy', 'Sci-Fi']"
335,relaxed,"['Poetry', 'Nonfiction', 'Travel']","['alternative', 'blues', 'world-music']","['Western', 'Animation', 'Children']"
336,happy,"['Comics', 'Historical Fiction', 'Horror']","['folk', 'world-music', 'soul']","['Sci-Fi', 'Fantasy', 'Horror']"
336,sad,"['Sports', 'Nonfiction', 'Business']","['electronic', 'electro', 'folk']","['Comedy', 'Sci-Fi', 'Children']"
336,stressed,"['Biography', 'Mystery', 'Classics']","['world-music', 'pop', 'new-age']","['Comedy', 'Western', 'Sci-Fi']"
336,relaxed,"['Sports', 'Religion', 'History']","['alternative', 'new-age', 'indie']","['Comedy', 'Children', 'Fantasy']"
337,happy,"['Humor', 'History', 'Nonfiction']","['alternative', 'metal', 'dance']","['Sci-Fi', 'Adventure', 'Western']"
337,sad,"['Comics', 'Art', 'Romance']","['metal', 'alternative', 'blues']","['Adventure', 'Fantasy', 'Romance']"
337,stressed,"['Humor', 'History', 'Paranormal']","['soul', 'dance', 'pop']","['Romance', 'Children', 'Comedy']"
337,relaxed,"['Business', 'Art', 'Science']","['metal', 'pop', 'electro']","['Comedy', 'Western', 'Sci-Fi']"
338,happy,"['Fiction', 'Young Adult', 'History']","['pop', 'new-age', 'electronic']","['Adventure', 'Children', 'Animation']"
338,sad,"['Sports', 'Philosophy', 'Nonfiction']","['electro', 'rock', 'indie']","['Western', 'Fantasy', 'Sci-Fi']"
338,stressed,"['Travel', 'Biography', 'Comics']","['indie', 'metal', 'pop']","['Comedy', 'Children', 'Horror']"
338,relaxed,"['Memoir', 'Religion', 'Mystery']","['electro', 'pop', 'folk']","['Romance', 'Comedy', 'Sci-Fi']"
339,happy,"['Nonfiction', 'Classics', 'Sports']","['soul', 'metal', 'electronic']","['Horror', 'Romance', 'Children']"
339,sad,"['Comics', 'Business', 'Young Adult']","['dance', 'blues', 'folk']","['Adventure', 'Western', 'Sci-Fi']"
339,stressed,"['Nonfiction', 'Historical Fiction', 'Travel']","['indie', 'pop', 'blues']","['Animation', 'Fantasy', 'Horror']"
339,relaxed,"['Sports', 'Business', 'Fiction']","['soul', 'new-age', 'world-music']","['Sci-Fi', 'Western', 'Fantasy']"
340,happy,"['Crime', 'Business', 'Fiction']","['world-music', 'pop', 'electro']","['Children', 'Comedy', 'Sci-Fi']"
340,sad,"['Science', 'Romance', 'History']","['alternative', 'folk', 'metal']","['Sci-Fi', 'Children', 'Adventure']"
340,stressed,"['Business', 'Travel', 'Business']","['blues', 'indie', 'metal']","['Children', 'Fantasy', 'Animation']"
340,relaxed,"['Crime', 'LGBT', 'Business']","['new-age', 'folk', 'pop']","['Children', 'Sci-Fi', 'Comedy']"
341,happy,"['Self Help', 'Spirituality', 'Paranormal']","['electro', 'pop', 'dance']","['Comedy', 'Animation', 'Fantasy']"
341,sad,"['Fiction', 'Self Help', 'Biography']","['pop', 'electro', 'folk']","['Adventure', 'Western', 'Children']"
341,stressed,"['Spirituality', ""Children's"", 'History']","['pop', 'blues', 'metal']","['Comedy', 'Adventure', 'Children']"
341,relaxed,"['Sports', 'Science Fiction', 'Paranormal']","['soul', 'dance', 'electronic']","['Adventure', 'Comedy', 'Romance']"
342,happy,"['Sports', 'Chick Lit', 'Comics']","['electro', 'metal', 'pop']","['Animation', 'Horror', 'Sci-Fi']"
342,sad,"['Nonfiction', 'Religion', 'Travel']","['soul', 'new-age', 'folk']","['Western', 'Children', 'Animation']"
342,stressed,"['Horror', 'Spirituality', 'Crime']","['rock', 'soul', 'electronic']","['Romance', 'Adventure', 'Sci-Fi']"
342,relaxed,"['Graphic Novels', 'Comics', 'Psychology']","['pop', 'metal', 'electro']","['Western', 'Animation', 'Fantasy']"
343,happy,"['LGBT', 'Science Fiction', 'Business']","['electro', 'world-music', 'pop']","['Animation', 'Horror', 'Adventure']"
343,sad,"['Science', 'Romance', 'Paranormal']","['blues', 'dance', 'world-music']","['Western', 'Fantasy', 'Sci-Fi']"
343,stressed,"['Comics', 'Fiction', 'Philosophy']","['pop', 'folk', 'indie']","['Horror', 'Romance', 'Fantasy']"
343,relaxed,"['Religion', 'Classics', 'LGBT']","['pop', 'world-music', 'rock']","['Fantasy', 'Comedy', 'Animation']"
344,happy,"['Comics', 'Thriller', 'Self Help']","['blues', 'electronic', 'rock']","['Horror', 'Romance', 'Adventure']"
344,sad,"['Religion', 'Spirituality', 'Mystery']","['soul', 'pop', 'new-age']","['Animation', 'Fantasy', 'Adventure']"
344,stressed,"['Business', 'Romance', 'Self Help']","['electronic', 'alternative', 'new-age']","['Children', 'Adventure', 'Sci-Fi']"
344,relaxed,"['History', 'Religion', 'Self Help']","['world-music', 'pop', 'dance']","['Horror', 'Comedy', 'Sci-Fi']"
345,happy,"['Romance', 'Science', 'Crime']","['pop', 'folk', 'electronic']","['Western', 'Comedy', 'Romance']"
345,sad,"['Religion', 'Music', 'Fiction']","['electro', 'new-age', 'dance']","['Sci-Fi', 'Children', 'Western']"
345,stressed,"['Fiction', 'Horror', 'Historical Fiction']","['indie', 'soul', 'electronic']","['Romance', 'Fantasy', 'Adventure']"
345,relaxed,"['Business', 'Religion', 'Art']","['soul', 'metal', 'dance']","['Sci-Fi', 'Fantasy', 'Western']"
346,happy,"['Chick Lit', 'Religion', 'Graphic Novels']","['blues', 'dance', 'electro']","['Horror', 'Romance', 'Animation']"
346,sad,"['Science Fiction', 'Comics', 'Humor']","['rock', 'alternative', 'pop']","['Romance', 'Children', 'Adventure']"
346,stressed,"['Religion', 'Chick Lit', 'Art']","['electro', 'electronic', 'indie']","['Comedy', 'Children', 'Animation']"
346,relaxed,"['Religion', 'Business', 'Spirituality']","['electronic', 'world-music', 'alternative']","['Western', 'Sci-Fi', 'Adventure']"
347,happy,"['Horror', 'Humor', 'Comics']","['indie', 'soul', 'pop']","['Horror', 'Fantasy', 'Children']"
347,sad,"['Young Adult', 'History', 'Crime']","['new-age', 'folk', 'pop']","['Sci-Fi', 'Animation', 'Romance']"
347,stressed,"['Mystery', 'Business', 'Memoir']","['indie', 'electro', 'metal']","['Western', 'Animation', 'Adventure']"
347,relaxed,"['Spirituality', 'Chick Lit', 'Fiction']","['pop', 'metal', 'rock']","['Sci-Fi', 'Children', 'Western']"
348,happy,"['Horror', 'LGBT', 'History']","['electronic', 'soul', 'dance']","['Animation', 'Romance', 'Adventure']"
348,sad,"['Historical Fiction', 'Religion', 'Sports']","['new-age', 'electronic', 'folk']","['Sci-Fi', 'Animation', 'Fantasy']"
348,stressed,"['Paranormal', 'Young Adult', 'Religion']","['new-age', 'world-music', 'folk']","['Adventure', 'Animation', 'Comedy']"
348,relaxed,"['Nonfiction', 'Religion', 'History']","['world-music', 'pop', 'electro']","['Western', 'Romance', 'Horror']"
349,happy,"['Chick Lit', 'Travel', 'Religion']","['rock', 'world-music', 'dance']","['Children', 'Romance', 'Animation']"
349,sad,"['Memoir', 'Horror', 'Classics']","['soul', 'electro', 'blues']","['Romance', 'Sci-Fi', 'Adventure']"
349,stressed,"['Fiction', ""Children's"", 'Historical Fiction']","['electronic', 'pop', 'alternative']","['Children', 'Animation', 'Sci-Fi']"
349,relaxed,"['Music', 'Memoir', 'Business']","['new-age', 'soul', 'indie']","['Comedy', 'Romance', 'Children']"
350,happy,"['Religion', 'Psychology', 'Poetry']","['new-age', 'blues', 'world-music']","['Romance', 'Children', 'Comedy']"
350,sad,"['Spirituality', 'Religion', 'Biography']","['world-music', 'rock', 'blues']","['Western', 'Romance', 'Children']"
350,stressed,"['Travel', 'Crime', 'Chick Lit']","['rock', 'pop', 'blues']","['Fantasy', 'Western', 'Animation']"
350,relaxed,"['Comics', 'Biography', 'Spirituality']","['dance', 'soul', 'blues']","['Comedy', 'Romance', 'Fantasy']"
351,happy,"['Travel', ""Children's"", 'Nonfiction']","['electro', 'rock', 'soul']","['Sci-Fi', 'Western', 'Adventure']"
351,sad,"['Crime', 'Business', 'Travel']","['blues', 'electro', 'dance']","['Adventure', 'Children', 'Horror']"
351,stressed,"['Science Fiction', 'Crime', 'Self Help']","['folk', 'metal', 'electronic']","['Romance', 'Western', 'Horror']"
351,relaxed,"['Science', 'Memoir', 'Self Help']","['electro', 'folk', 'soul']","['Children', 'Western', 'Adventure']"
352,happy,"['Memoir', 'Graphic Novels', 'Classics']","['indie', 'electronic', 'electro']","['Sci-Fi', 'Adventure', 'Animation']"
352,sad,"['Sports', 'Psychology', 'Classics']","['blues', 'new-age', 'folk']","['Comedy', 'Western', 'Adventure']"
352,stressed,"['Fiction', 'Philosophy', 'Memoir']","['world-music', 'folk', 'indie']","['Comedy', 'Horror', 'Romance']"
